"","SYMBOL","ENTREZID"
"13451","NAALADL1","10004"
"13452","MAGEB18","286514"
"13453","RPAP1","26015"
"13454","IYD","389434"
"13455","C7orf26","79034"
"13456","GTSF1L","149699"
"13457","CTAG2","30848"
"13458","ALKBH4","54784"
"13459","ZFP3","124961"
"13460","NUBP2","10101"
"13461","MED14","9282"
"13462","ZNF445","353274"
"13463","LOC646976","646976"
"13464","FLT3","2322"
"13465","FBRSL1","57666"
"13466","IBTK","25998"
"13467","RFX1","5989"
"13468","MS4A6E","245802"
"13469","NME2","4831"
"13470","FUNDC2P3","644625"
"13471","ECHDC3","79746"
"13472","COPS2","9318"
"13473","CTRL","1506"
"13474","NSMF","26012"
"13475","RILPL2","196383"
"13476","BOD1L2","284257"
"13477","C6orf62","81688"
"13478","SHC4","399694"
"13479","PICALM","8301"
"13480","ZRANB1","54764"
"13481","CCDC17","149483"
"13482","ZDHHC17","23390"
"13483","EML6","400954"
"13484","TMEM151A","256472"
"13485","KBTBD13","390594"
"13486","SYNJ1","8867"
"13487","LOC105377596","105377596"
"13488","KCNS1","3787"
"13489","LOC400627","400627"
"13490","ESD","2098"
"13491","DHX32","55760"
"13492","C1orf43","25912"
"13493","RBMS2","5939"
"13494","BMPR1A","657"
"13495","TRIT1","54802"
"13496","MOBP","4336"
"13497","SNORD115-2","100033437"
"13498","ZNF101","94039"
"13499","PHKA1","5255"
"13500","THEMIS","387357"
"13501","SMIM21","284274"
"13502","RHOA","387"
"13503","RPL23AP53","644128"
"13504","FBXL16","146330"
"13505","PWWP2B","170394"
"13506","SSC4D","136853"
"13507","LPEQ6126","100128818"
"13508","CLEC12A","160364"
"13509","HMX3","340784"
"13510","PER2","8864"
"13511","NUP210P1","255330"
"13512","PTAR1","375743"
"13513","MIR148A","406940"
"13514","SF3B5","83443"
"13515","ZNF229","7772"
"13516","ZNF343","79175"
"13517","KLHL14","57565"
"13518","IQGAP1","8826"
"13519","GCG","2641"
"13520","TPM4","7171"
"13521","B4GALT4","8702"
"13522","DUSP28","285193"
"13523","NSF","4905"
"13524","SEPTIN2","4735"
"13525","ZNF607","84775"
"13526","GPC2","221914"
"13527","MRPS27","23107"
"13528","SLC25A38","54977"
"13529","GBX1","2636"
"13530","LOC79999","79999"
"13531","STK4","6789"
"13532","IFNL2","282616"
"13533","TAPT1","202018"
"13534","IRGC","56269"
"13535","SDHAF2","54949"
"13536","LCN9","392399"
"13537","HLA-DMA","3108"
"13538","IL1RL2","8808"
"13539","ADA2","51816"
"13540","ANKRD9","122416"
"13541","HIF3A","64344"
"13542","LINC00208","83655"
"13543","COQ7","10229"
"13544","MRGPRG","386746"
"13545","NT5C1A","84618"
"13546","SCAF1","58506"
"13547","DNAJB9","4189"
"13548","ZNF718","255403"
"13549","TRPC4","7223"
"13550","TOR1AIP1","26092"
"13551","WASIR2","100132169"
"13552","ARHGEF7","8874"
"13553","C11orf96","387763"
"13554","OR6C2","341416"
"13555","GNG2","54331"
"13556","SLC25A5","292"
"13557","ZBTB10","65986"
"13558","LZTFL1","54585"
"13559","LSM3","27258"
"13560","GUSB","2990"
"13561","ADAM18","8749"
"13562","KRT33B","3884"
"13563","PRKAA2","5563"
"13564","PBOV1","59351"
"13565","MTIF2","4528"
"13566","OVOL2","58495"
"13567","RPGRIP1L","23322"
"13568","C9orf62","157927"
"13569","MSL3P1","151507"
"13570","TEPP","374739"
"13571","RNF44","22838"
"13572","CLEC9A","283420"
"13573","ICAM3","3385"
"13574","KRTAP5-9","3846"
"13575","ADAM22","53616"
"13576","EPRS1","2058"
"13577","PIN4","5303"
"13578","AKR1C3","8644"
"13579","EMILIN2","84034"
"13580","FGF18","8817"
"13581","NPW","283869"
"13582","LRRC74B","400891"
"13583","CEACAM8","1088"
"13584","INTU","27152"
"13585","CRYBB2","1415"
"13586","RPS16","6217"
"13587","KCNA3","3738"
"13588","B3GNT9","84752"
"13589","SNORD115-28","100036565"
"13590","MIR32","407036"
"13591","HCG9","10255"
"13592","BORCS6","54785"
"13593","FAM131A","131408"
"13594","TRMT2B","79979"
"13595","FAM151A","338094"
"13596","MED20","9477"
"13597","TAF6","6878"
"13598","CATSPER3","347732"
"13599","ETFB","2109"
"13600","DLEC1","9940"
"13601","EPX","8288"
"13602","LKAAEAR1","198437"
"13603","HOMER1","9456"
"13604","KLF8","11279"
"13605","SNORD115-31","100033805"
"13606","ACKR1","2532"
"13607","STX11","8676"
"13608","DLGAP2","9228"
"13609","FADS6","283985"
"13610","PLEKHA6","22874"
"13611","LILRB2","10288"
"13612","HES5","388585"
"13613","DMBX1","127343"
"13614","IFNB1","3456"
"13615","CA13","377677"
"13616","CRACR2B","283229"
"13617","PSG6","5675"
"13618","QDPR","5860"
"13619","HSBP1","3281"
"13620","GPR151","134391"
"13621","ZNF12","7559"
"13622","PRDX1","5052"
"13623","ZNF346","23567"
"13624","SLC9A3R2","9351"
"13625","CFP","5199"
"13626","ATP4A","495"
"13627","ANKRD20A11P","391267"
"13628","ICAM2","3384"
"13629","RADX","55086"
"13630","BOK","666"
"13631","OXER1","165140"
"13632","ABHD3","171586"
"13633","TEX55","152405"
"13634","OR5P3","120066"
"13635","ARHGEF18","23370"
"13636","SOX1","6656"
"13637","PPP2R5C","5527"
"13638","ZFAND2A","90637"
"13639","POLR2A","5430"
"13640","KIRREL2","84063"
"13641","YAP1","10413"
"13642","SNORA80E","677823"
"13643","RPP38-DT","221060"
"13644","FAM118A","55007"
"13645","RNF20","56254"
"13646","MYLPF","29895"
"13647","MIA2","4253"
"13648","CR1","1378"
"13649","CSPG4P5","114817"
"13650","CLSTN3","9746"
"13651","ZNF613","79898"
"13652","ZDHHC23","254887"
"13653","PNPLA1","285848"
"13654","URAD","646625"
"13655","PNLIPRP2","5408"
"13656","SYAP1","94056"
"13657","IL23A","51561"
"13658","ZBTB14","7541"
"13659","EPYC","1833"
"13660","OR52N4","390072"
"13661","CAVIN3","112464"
"13662","CASS4","57091"
"13663","IDO2","169355"
"13664","OPA1","4976"
"13665","AKAP5","9495"
"13666","AMOTL1","154810"
"13667","MID1","4281"
"13668","ATPAF1","64756"
"13669","CHDH","55349"
"13670","TPP2","7174"
"13671","ZNF777","27153"
"13672","KRTAP11-1","337880"
"13673","LOC93463","93463"
"13674","CDHR3","222256"
"13675","AP5B1","91056"
"13676","SLC18A2","6571"
"13677","DDIT4L","115265"
"13678","GNG5","2787"
"13679","DERL2","51009"
"13680","TMEM231","79583"
"13681","MAPK15","225689"
"13682","LHFPL2","10184"
"13683","PRSS36","146547"
"13684","ALDH8A1","64577"
"13685","PSPN","5623"
"13686","TSPYL6","388951"
"13687","PMEL","6490"
"13688","FGB","2244"
"13689","DNAJC3","5611"
"13690","OR5I1","10798"
"13691","DBX1","120237"
"13692","LAMB3","3914"
"13693","NKX2-1-AS1","100506237"
"13694","RBFOX1","54715"
"13695","RNF220","55182"
"13696","KRT222","125113"
"13697","GNAL","2774"
"13698","ANKRD46","157567"
"13699","OVOL3","728361"
"13700","MCM3AP","8888"
"13701","HABP2","3026"
"13702","C10orf126","283080"
"13703","IL6ST","3572"
"13704","CENPT","80152"
"13705","AUTS2","26053"
"13706","BRICD5","283870"
"13707","PGLYRP1","8993"
"13708","LIMK1","3984"
"13709","MCAM","4162"
"13710","ARHGAP36","158763"
"13711","DYNLT1","6993"
"13712","ECSIT","51295"
"13713","IQCD","115811"
"13714","P3H2","55214"
"13715","STAC2","342667"
"13716","HNRNPUL1","11100"
"13717","FAM184A","79632"
"13718","RBMX2","51634"
"13719","RPL35A","6165"
"13720","RAB14","51552"
"13721","PALM","5064"
"13722","ITPKC","80271"
"13723","COX14","84987"
"13724","GPR180","160897"
"13725","ABHD13","84945"
"13726","FAM71A","149647"
"13727","SIGLEC11","114132"
"13728","KCNMB2","10242"
"13729","ATP1A3","478"
"13730","RNVU1-17","101954269"
"13731","EPHA6","285220"
"13732","GRIN3A","116443"
"13733","RPL7","6129"
"13734","LINC02363","728175"
"13735","NUDT16P1","152195"
"13736","PRDM4","11108"
"13737","NOL4L-DT","149950"
"13738","PRPF18","8559"
"13739","CFHR1","3078"
"13740","TRH","7200"
"13741","OR1L1","26737"
"13742","TRPC3","7222"
"13743","CCNH","902"
"13744","PGBD4","161779"
"13745","VPREB3","29802"
"13746","ALPK3","57538"
"13747","PDGFC","56034"
"13748","PENK","5179"
"13749","ABCF3","55324"
"13750","LHX5","64211"
"13751","FCRL3","115352"
"13752","CLUHP3","100132341"
"13753","ALS2CL","259173"
"13754","CD300E","342510"
"13755","CR2","1380"
"13756","UBA3","9039"
"13757","PTF1A","256297"
"13758","TTC1","7265"
"13759","LINC00634","339674"
"13760","KCNK7","10089"
"13761","MMP7","4316"
"13762","C5orf51","285636"
"13763","GRTP1","79774"
"13764","CFAP100","348807"
"13765","PFDN4","5203"
"13766","DNAJC14","85406"
"13767","KCNK6","9424"
"13768","SCNN1B","6338"
"13769","RIMS3","9783"
"13770","SERPINB5","5268"
"13771","NDUFS6","4726"
"13772","TERF1","7013"
"13773","HOXA13","3209"
"13774","MAGT1","84061"
"13775","KRT33A","3883"
"13776","CD79A","973"
"13777","ZNF443","10224"
"13778","RNF151","146310"
"13779","MZB1","51237"
"13780","TMEM31","203562"
"13781","PYY2","23615"
"13782","SPATA13","221178"
"13783","EHD4","30844"
"13784","PP2D1","151649"
"13785","BCL2L15","440603"
"13786","SERINC4","619189"
"13787","NRSN1","140767"
"13788","BMT2","154743"
"13789","PRLH","51052"
"13790","NIF3L1","60491"
"13791","CIAO3","64428"
"13792","GGN","199720"
"13793","LOC254028","254028"
"13794","SCTR","6344"
"13795","FGF21","26291"
"13796","LINC00574","80069"
"13797","PARVA","55742"
"13798","OR1E1","8387"
"13799","RPTN","126638"
"13800","RSPH1","89765"
"13801","GCGR","2642"
"13802","UMODL1-AS1","150147"
"13803","CYB561A3","220002"
"13804","FAM160A2","84067"
"13805","FLJ42393","401105"
"13806","CHRM5","1133"
"13807","SWI5","375757"
"13808","MRPS9","64965"
"13809","RICTOR","253260"
"13810","C5orf17","439936"
"13811","EIF4E3","317649"
"13812","CDO1","1036"
"13813","KCNH7","90134"
"13814","ZBTB48","3104"
"13815","C20orf187","728434"
"13816","EIF2AK3","9451"
"13817","ZNF316","100131017"
"13818","CATSPER1","117144"
"13819","GLT1D1","144423"
"13820","DDHD2","23259"
"13821","SGPP1","81537"
"13822","OR4D11","219986"
"13823","S100A12","6283"
"13824","RFX4","5992"
"13825","TPM2","7169"
"13826","TYW1","55253"
"13827","AOX1","316"
"13828","TMEM184B","25829"
"13829","MYSM1","114803"
"13830","SPTSSB","165679"
"13831","C1orf146","388649"
"13832","ADAMTS2","9509"
"13833","ATF7IP","55729"
"13834","PHF21B","112885"
"13835","SHISAL2B","100132916"
"13836","PNMA5","114824"
"13837","RHBDD3","25807"
"13838","BBS7","55212"
"13839","PTGER1","5731"
"13840","DSTN","11034"
"13841","EHMT2","10919"
"13842","SETD4","54093"
"13843","ADAM28","10863"
"13844","ADRA2C","152"
"13845","FCN1","2219"
"13846","KRTAP10-5","386680"
"13847","OR5F1","338674"
"13848","ZNF169","169841"
"13849","ZRANB2","9406"
"13850","ZNF583","147949"
"13851","FAM81B","153643"
"13852","KCNJ16","3773"
"13853","TXNDC17","84817"
"13854","USP38","84640"
"13855","SURF4","6836"
"13856","PMS2P3","5387"
"13857","MPZL3","196264"
"13858","RIPOR3","140876"
"13859","LSR","51599"
"13860","FIGNL2","401720"
"13861","CHMP2B","25978"
"13862","UBE2E4P","286480"
"13863","GP9","2815"
"13864","PLEKHG7","440107"
"13865","TGM3","7053"
"13866","ZNF29P","7577"
"13867","DCUN1D1","54165"
"13868","RELL2","285613"
"13869","NAA35","60560"
"13870","MYOG","4656"
"13871","GZMA","3001"
"13872","TAF1B","9014"
"13873","TBC1D2B","23102"
"13874","CEACAM19","56971"
"13875","CALCR","799"
"13876","TCAP","8557"
"13877","CFAP58","159686"
"13878","TMEM237","65062"
"13879","HSD17B2","3294"
"13880","OR51A7","119687"
"13881","ZNF341","84905"
"13882","FAM3C","10447"
"13883","RPS17","6218"
"13884","CBLIF","2694"
"13885","PIK3CA","5290"
"13886","PTPRT","11122"
"13887","SNRPA1","6627"
"13888","OR6K6","128371"
"13889","P2RY12","64805"
"13890","TNIP1","10318"
"13891","CHD5","26038"
"13892","IL31","386653"
"13893","NUDCD2","134492"
"13894","TECTB","6975"
"13895","LINC00158","54072"
"13896","KRTAP22-1","337979"
"13897","FAM118B","79607"
"13898","ZNF8","7554"
"13899","OR13F1","138805"
"13900","OLFM4","10562"
"13901","ST7L","54879"
"13902","ZNF324","25799"
"13903","CD81","975"
"13904","CTR9","9646"
"13905","SPATA9","83890"
"13906","CDC42","998"
"13907","MAP6","4135"
"13908","ZNF705A","440077"
"13909","FUT11","170384"
"13910","AMTN","401138"
"13911","ANKRD35","148741"
"13912","MOB2","81532"
"13913","KRTAP3-1","83896"
"13914","ANGPT1","284"
"13915","ASB4","51666"
"13916","OR10G7","390265"
"13917","OR11H6","122748"
"13918","LINC00656","200261"
"13919","TSKS","60385"
"13920","PLAAT1","57110"
"13921","TARBP1","6894"
"13922","PSMB4","5692"
"13923","SRY","6736"
"13924","DEFB123","245936"
"13925","CREBZF","58487"
"13926","EMP2","2013"
"13927","SSMEM1","136263"
"13928","CEP250","11190"
"13929","MAX","4149"
"13930","SVOP","55530"
"13931","KRT28","162605"
"13932","PF4V1","5197"
"13933","ADAR","103"
"13934","MRPL33","9553"
"13935","PAPPA2","60676"
"13936","AMHR2","269"
"13937","LRP6","4040"
"13938","MIR7-2","407044"
"13939","ZNF347","84671"
"13940","UBTFL1","642623"
"13941","RAB28","9364"
"13942","PTPRCAP","5790"
"13943","RSPRY1","89970"
"13944","GSK3B","2932"
"13945","TRAM2","9697"
"13946","KRTAP6-3","337968"
"13947","RNASE6","6039"
"13948","MAPK11","5600"
"13949","ZNF678","339500"
"13950","ARHGAP29","9411"
"13951","MYL3","4634"
"13952","PIP5K1A","8394"
"13953","CRYGB","1419"
"13954","ARHGAP19-SLIT1","100533184"
"13955","KCNN2","3781"
"13956","CCDC8","83987"
"13957","HCK","3055"
"13958","ARAP3","64411"
"13959","ATP1A2","477"
"13960","KLHL6","89857"
"13961","ROCK1P1","727758"
"13962","ADI1","55256"
"13963","ZBTB7A","51341"
"13964","CDK11B","984"
"13965","PLEKHH3","79990"
"13966","NDUFB10","4716"
"13967","KRT5","3852"
"13968","OR56A4","120793"
"13969","FAM228A","653140"
"13970","PRAMEF12","390999"
"13971","SMIM5","643008"
"13972","GABRR2","2570"
"13973","SPINT3","10816"
"13974","LRRC25","126364"
"13975","BDP1","55814"
"13976","PPP1R3B","79660"
"13977","ZNF787","126208"
"13978","TMPRSS13","84000"
"13979","LINC00470","56651"
"13980","JRK","8629"
"13981","SNORD115-8","100033445"
"13982","MLLT6","4302"
"13983","LINC01512","100132354"
"13984","OCSTAMP","128506"
"13985","MIRLET7BHG","400931"
"13986","MSX2","4488"
"13987","COQ2","27235"
"13988","ADCY6","112"
"13989","DSCAM","1826"
"13990","TRAF7","84231"
"13991","GPR183","1880"
"13992","CPEB4","80315"
"13993","NUDT1","4521"
"13994","ZNF707","286075"
"13995","SNX1","6642"
"13996","NDUFAF7","55471"
"13997","RB1","5925"
"13998","ELN","2006"
"13999","LOC100289580","100289580"
"14000","C1orf127","148345"
"14001","CNGA3","1261"
"14002","CELF2-AS1","414196"
"14003","LRRC75A","388341"
"14004","CCDC88A","55704"
"14005","INPP5E","56623"
"14006","UCP3","7352"
"14007","SOX7","83595"
"14008","APMAP","57136"
"14009","SNORA54","677833"
"14010","BPIFA4P","317716"
"14011","RP1","6101"
"14012","LOC389895","389895"
"14013","H1-10","8971"
"14014","MEMO1","7795"
"14015","MEMO1","51072"
"14016","PPP1R16B","26051"
"14017","CATSPERB","79820"
"14018","BLOC1S3","388552"
"14019","CDH20","28316"
"14020","SIGIRR","59307"
"14021","DLGAP1-AS1","649446"
"14022","TMA7","51372"
"14023","UBE3D","90025"
"14024","MIR190A","406965"
"14025","DDX5","1655"
"14026","TMEM176B","28959"
"14027","C22orf23","84645"
"14028","FBXO38","81545"
"14029","PARP12","64761"
"14030","MERTK","10461"
"14031","SLC15A2","6565"
"14032","KLK5","25818"
"14033","PPP3CB","5532"
"14034","BCAT2","587"
"14035","COMP","1311"
"14036","WASF2","10163"
"14037","TOR2A","27433"
"14038","OR5B3","441608"
"14039","KRT26","353288"
"14040","BRAT1","221927"
"14041","MYCNOS","10408"
"14042","BEND2","139105"
"14043","LOC399900","399900"
"14044","SFN","2810"
"14045","RCN1","5954"
"14046","FOCAD","54914"
"14047","TTC29","83894"
"14048","PDCD1","5133"
"14049","PCP4L1","654790"
"14050","PREX2","80243"
"14051","SSTR5","6755"
"14052","CDC42SE2","56990"
"14053","POR","5447"
"14054","CEBPA","1050"
"14055","FKBP3","2287"
"14056","CACTIN-AS1","404665"
"14057","SCARF2","91179"
"14058","HMGA2-AS1","100129940"
"14059","CASP1","834"
"14060","TCEAL2","140597"
"14061","CCDC198","55195"
"14062","CD6","923"
"14063","BSPRY","54836"
"14064","C12orf42","374470"
"14065","SLC20A2","6575"
"14066","TGM6","343641"
"14067","TGOLN2","10618"
"14068","HPR","3250"
"14069","AATK","9625"
"14070","GPATCH8","23131"
"14071","PTCHD3","374308"
"14072","CYSLTR2","57105"
"14073","BRK1","55845"
"14074","ZIC3","7547"
"14075","FTCD","10841"
"14076","CAPN12","147968"
"14077","PCARE","388939"
"14078","CCDC85A","114800"
"14079","YWHAZ","7534"
"14080","OR2M7","391196"
"14081","DDRGK1","65992"
"14082","OMP","4975"
"14083","ARHGAP27P2","440461"
"14084","EDN2","1907"
"14085","PAK5","57144"
"14086","ZNF300P1","134466"
"14087","PRORSD1P","344405"
"14088","MIR33A","407039"
"14089","TMEM132C","92293"
"14090","UTF1","8433"
"14091","FCRL1","115350"
"14092","OR4N2","390429"
"14093","RPS6KB1","6198"
"14094","CYP2B6","1555"
"14095","C11orf86","254439"
"14096","NUGGC","389643"
"14097","RUNDC3B","154661"
"14098","GABRA5","2558"
"14099","GNAI3","2773"
"14100","KCNJ11","3767"
"14101","MFAP2","4237"
"14102","OVGP1","5016"
"14103","PARN","5073"
"14104","PGGHG","80162"
"14105","OLA1","29789"
"14106","TRPV5","56302"
"14107","CSNK2A2","1459"
"14108","ISG15","9636"
"14109","ZNF354B","117608"
"14110","POMC","5443"
"14111","CCNY","219771"
"14112","PXT1","222659"
"14113","TRIM17","51127"
"14114","GATA4","2626"
"14115","FBXL14","144699"
"14116","MIR199A1","406976"
"14117","MIR376C","442913"
"14118","PIWIL1","9271"
"14119","WDR78","79819"
"14120","MMP20","9313"
"14121","MTLN","205251"
"14122","MGARP","84709"
"14123","ALG9","79796"
"14124","ZNF609","23060"
"14125","TRIML1","339976"
"14126","TERF2","7014"
"14127","BAGE","574"
"14128","ITGAE","3682"
"14129","IFI27","3429"
"14130","MAPK8","5599"
"14131","SH3RF1","57630"
"14132","MRPL43","84545"
"14133","MIR487A","619555"
"14134","COL25A1","84570"
"14135","ORC4","5000"
"14136","MPST","4357"
"14137","LINC00885","401109"
"14138","LIPT1","51601"
"14139","IDH1","3417"
"14140","SRI","6717"
"14141","MEF2D","4209"
"14142","MARK1","4139"
"14143","FOXQ1","94234"
"14144","HSPA1L","3305"
"14145","IRF4","3662"
"14146","CACNA1S","779"
"14147","SLC9A2","6549"
"14148","BANF2","140836"
"14149","GAP43","2596"
"14150","BEND7","222389"
"14151","ULBP2","80328"
"14152","DLL4","54567"
"14153","RIOX1","79697"
"14154","NSD3","54904"
"14155","SNORD115-35","100033809"
"14156","TMCO6","55374"
"14157","GRB7","2886"
"14158","CFB","629"
"14159","CFD","1675"
"14160","CIRBP-AS1","148046"
"14161","CXorf58","254158"
"14162","CYP11B2","1585"
"14163","CRIP1","1396"
"14164","PGD","5226"
"14165","SLCO1B3","28234"
"14166","MSANTD1","345222"
"14167","DOCK9","23348"
"14168","HBD","3045"
"14169","HBD","100187828"
"14170","TTBK1","84630"
"14171","VTA1","51534"
"14172","ALOX12","239"
"14173","STATH","6779"
"14174","KRTAP19-8","728299"
"14175","RPL36AP40","554234"
"14176","MIR144","406936"
"14177","ASTE1","28990"
"14178","SCN1A","6323"
"14179","ARHGEF38","54848"
"14180","VAPA","9218"
"14181","KRTAP19-2","337969"
"14182","ABCA11P","79963"
"14183","EIF3L","51386"
"14184","PRKCG","5582"
"14185","MBLAC1","255374"
"14186","CDIPT","10423"
"14187","OR13C2","392376"
"14188","LHX6","26468"
"14189","MBD3L1","85509"
"14190","C12orf65","91574"
"14191","EIPR1","7260"
"14192","MAPK8IP2","23542"
"14193","MYO1B","4430"
"14194","PSMA8","143471"
"14195","SLC4A10","57282"
"14196","PRIMA1","145270"
"14197","ZNF398","57541"
"14198","PARVB","29780"
"14199","SREBF1","6720"
"14200","GSX2","170825"
"14201","CXCR4","7852"
"14202","HMX1","3166"
"14203","P4HB","5034"
"14204","NFATC3","4775"
"14205","VIP","7432"
"14206","CCDC96","257236"
"14207","MPO","4353"
"14208","KRTCAP3","200634"
"14209","GCNT7","140687"
"14210","KRTAP17-1","83902"
"14211","POF1B","79983"
"14212","INSYN2A","642938"
"14213","SPO11","23626"
"14214","NIBAN3","199786"
"14215","AXIN2","8313"
"14216","KIFAP3","22920"
"14217","VN1R5","317705"
"14218","ACAD9","28976"
"14219","KLB","152831"
"14220","FAM162B","221303"
"14221","ZNF132","7691"
"14222","CCDC73","493860"
"14223","PSENEN","55851"
"14224","MED4","29079"
"14225","GALNTL5","168391"
"14226","FAM83F","113828"
"14227","APOM","55937"
"14228","CCL16","6360"
"14229","MAOA","4128"
"14230","PSMA2","5683"
"14231","BAMBI","25805"
"14232","SPARC","6678"
"14233","C15orf62","643338"
"14234","ZBTB7C","201501"
"14235","KRTAP4-5","85289"
"14236","ACTR1B","10120"
"14237","CNGB3","54714"
"14238","LRRC1","55227"
"14239","SULT1C4","27233"
"14240","LINC00469","283982"
"14241","RSRC1","51319"
"14242","TCEAL7","56849"
"14243","B3GNT6","192134"
"14244","CYLC1","1538"
"14245","ZNF234","10780"
"14246","C7","730"
"14247","TMEM147","10430"
"14248","CHST4","10164"
"14249","MIR34B","407041"
"14250","TUB","7275"
"14251","UBE2A","7319"
"14252","PIGG","54872"
"14253","OR51F2","119694"
"14254","TMEM262","100130348"
"14255","ABCA7","10347"
"14256","LCN2","3934"
"14257","SEPTIN12","124404"
"14258","TRMT44","152992"
"14259","KIRREL3","84623"
"14260","PROCR","10544"
"14261","KLKP1","606293"
"14262","MESD","23184"
"14263","TEX47","219557"
"14264","UPF2","26019"
"14265","ACIN1","22985"
"14266","SPART-AS1","100507135"
"14267","SUCLG2","8801"
"14268","ELOVL1","64834"
"14269","SP3P","160824"
"14270","SPZ1","84654"
"14271","OR10A3","26496"
"14272","SCT","6343"
"14273","IL1F10","84639"
"14274","TBL1XR1","79718"
"14275","LOC100505549","100505549"
"14276","TMEM14EP","645843"
"14277","SCGB1D4","404552"
"14278","AVIL","10677"
"14279","MCPH1","79648"
"14280","MIR412","574433"
"14281","NEXN","91624"
"14282","RELN","5649"
"14283","MFN1","55669"
"14284","VIM","7431"
"14285","C17orf82","388407"
"14286","LOC100131943","100131943"
"14287","FBLN1","2192"
"14288","FADS2","9415"
"14289","ZNF500","26048"
"14290","ABLIM3","22885"
"14291","EBF2","64641"
"14292","LINC01711","79160"
"14293","ATP8A2","51761"
"14294","LAPTM4B","55353"
"14295","SERPINB9","5272"
"14296","UBXN7-AS1","100874034"
"14297","RFPL3","10738"
"14298","GGA1","26088"
"14299","MIGA1","374986"
"14300","PBX4","80714"
"14301","SRSF8","10929"
"14302","WIPI2","26100"
"14303","CCL25","6370"
"14304","FIBIN","387758"
"14305","LGALS8-AS1","100287902"
"14306","ALOX12P2","245"
"14307","CNOT11","55571"
"14308","LCE3E","353145"
"14309","IL26","55801"
"14310","MIR26B","407017"
"14311","ZUP1","221302"
"14312","ZNF648","127665"
"14313","OTOP2","92736"
"14314","P2RY2","5029"
"14315","IL12A","3592"
"14316","BCL7C","9274"
"14317","FAM241B","219738"
"14318","SLC24A4","123041"
"14319","ZNF320","162967"
"14320","KAAG1","353219"
"14321","LOC100287290","100287290"
"14322","OR2AT4","341152"
"14323","HHCM","10639"
"14324","CRYM-AS1","400508"
"14325","LINC00487","400941"
"14326","CCDC97","90324"
"14327","C1QL3","389941"
"14328","EAF1","85403"
"14329","COL8A2","1296"
"14330","GAPT","202309"
"14331","CAMK2N2","94032"
"14332","PLAU","5328"
"14333","ALKAL2","285016"
"14334","PRDM14","63978"
"14335","TMEM132E","124842"
"14336","STMN1","3925"
"14337","CASZ1","54897"
"14338","GPR50","9248"
"14339","LTB","4050"
"14340","FAM110B","90362"
"14341","CALM3","808"
"14342","TMEM155","132332"
"14343","LMX1B","4010"
"14344","ARSF","416"
"14345","TREM1","54210"
"14346","IFT20","90410"
"14347","ZNF625-ZNF20","100529855"
"14348","SERPINA13P","388007"
"14349","GPS1","2873"
"14350","CELA2A","63036"
"14351","SEMG1","6406"
"14352","HAPLN1","1404"
"14353","RUNX1T1","862"
"14354","IGFL2","147920"
"14355","GJB2","2706"
"14356","RETNLB","84666"
"14357","TRGV5","6978"
"14358","ASCL3","56676"
"14359","CACTIN","58509"
"14360","LINC00839","84856"
"14361","ZNF837","116412"
"14362","PSD","5662"
"14363","ZNF480","147657"
"14364","OR5R1","219479"
"14365","OR4N3P","390539"
"14366","LRRC57","255252"
"14367","PRR22","163154"
"14368","ATMIN","23300"
"14369","SLC10A7","84068"
"14370","SEMA3G","56920"
"14371","CHST12","55501"
"14372","CSTA","1475"
"14373","GOLGA2P9","440518"
"14374","NUDT18","79873"
"14375","MCHR2","84539"
"14376","PAFAH1B1","5048"
"14377","EVL","51466"
"14378","CNTNAP2","26047"
"14379","NRXN1","9378"
"14380","L1TD1","54596"
"14381","SCARNA23","677773"
"14382","ZFAND4","93550"
"14383","PPP1R3F","89801"
"14384","KYAT1","883"
"14385","LDB2","9079"
"14386","GALNT13","114805"
"14387","RGSL1","353299"
"14388","SMCP","4184"
"14389","GPR35","2859"
"14390","FBXO7","25793"
"14391","SPATA2L","124044"
"14392","CPAMD8","27151"
"14393","RSPO3","84870"
"14394","BNIP3L","665"
"14395","SELENOH","280636"
"14396","TPRN","286262"
"14397","NACA2","342538"
"14398","KDM2A","22992"
"14399","OR52H1","390067"
"14400","C22orf24","25775"
"14401","ZNF384","171017"
"14402","DIPK2A","205428"
"14403","SNORD13P1","6076"
"14404","RUSC1","23623"
"14405","HAPLN3","145864"
"14406","ZNF805","390980"
"14407","PPP3CC","5533"
"14408","HLA-F-AS1","285830"
"14409","SBNO2","22904"
"14410","PASD1","139135"
"14411","SNX20","124460"
"14412","APOA1","335"
"14413","BSN","8927"
"14414","HSD17B1","3292"
"14415","DCDC2","51473"
"14416","ARL5B","221079"
"14417","PAPSS2","9060"
"14418","SPIRE2","84501"
"14419","ZDHHC9","51114"
"14420","RAB11A","8766"
"14421","GDF7","151449"
"14422","JRKL","8690"
"14423","ANKRD54","129138"
"14424","DGKH","160851"
"14425","ABCA6","23460"
"14426","HOOK1","51361"
"14427","EXD3","54932"
"14428","TMEM59L","25789"
"14429","WHAMM","123720"
"14430","SEC24D","9871"
"14431","OR10R3P","391110"
"14432","NPB","256933"
"14433","FAM135B","51059"
"14434","HBS1L","10767"
"14435","ANK1","286"
"14436","SLC25A41","284427"
"14437","SLC27A1","376497"
"14438","RPRD2","23248"
"14439","OR51B2","79345"
"14440","ARFIP1","27236"
"14441","CD5L","922"
"14442","LSS","4047"
"14443","OR6A2","8590"
"14444","LOC100132356","100132356"
